id,nome,sobrenome,email,ip_acesso,bandeira_cartao,data_compra,produto,valor,latitude,longitude
820,Darcy,Rafter,draftermr@nyu.edu,117.185.136.26,bankcard,2020-11-28,178849718-X,25.55,9.3733566,-79.7890462
821,Gwyn,Sheward,gshewardms@blogger.com,88.27.109.221,jcb,2020-05-19,671134232-1,74.10,35.9676772,126.7366293
822,Conway,Duddy,cduddymt@imageshack.us,132.54.34.142,jcb,2020-11-11,850489842-3,24.57,45.9865292,14.3999988
823,Sheridan,Khosa,skhosamu@theguardian.com,112.99.254.51,jcb,2020-03-20,382517207-4,40.39,27.088049,119.647769
824,Damaris,Croom,dcroommv@trellian.com,16.243.6.75,maestro,2020-11-04,084798093-6,51.13,6.9894573,81.057569
825,Kameko,Cradey,kcradeymw@flavors.me,95.165.105.21,jcb,2020-05-04,182995908-5,9.09,44.596097,129.591591
826,Corissa,Atlay,catlaymx@uiuc.edu,163.164.44.243,jcb,2020-10-31,312883656-6,90.86,-21.2245142,48.3464426
827,Sheela,McCamish,smccamishmy@soundcloud.com,118.152.140.34,switch,2020-01-05,928980083-6,64.07,38.8247852,-9.4383868
828,Giulia,Ashwood,gashwoodmz@imgur.com,24.166.140.10,mastercard,2020-02-01,600284881-9,67.08,40.2748289,-3.7968574
829,Mariette,Sherrett,msherrettn0@a8.net,191.215.91.40,jcb,2020-11-15,778180669-7,35.20,25.58038,111.947363
830,Tally,Daintith,tdaintithn1@theatlantic.com,208.127.29.144,jcb,2020-06-25,629198959-X,46.50,40.9303746,-8.4777484
831,Rusty,Enterle,renterlen2@cbc.ca,207.151.149.31,visa-electron,2020-03-21,504517374-X,64.46,2.157713,100.8162
832,Irina,Rihosek,irihosekn3@berkeley.edu,114.76.168.251,diners-club-carte-blanche,2020-04-21,673717319-5,57.55,50.0109884,4.1638985
833,Curr,Pittem,cpittemn4@wikispaces.com,196.29.73.133,jcb,2020-05-05,708650869-1,20.01,47.9370871,29.6288401
834,Lilas,Dunkersley,ldunkersleyn5@youtu.be,106.194.128.241,china-unionpay,2020-01-09,528116427-9,59.55,-7.6418714,112.9110933
835,Barbette,Westhofer,bwesthofern6@wikispaces.com,155.104.73.126,jcb,2020-02-02,365823337-0,20.12,52.476835,17.0263373
836,Kristina,Sandever,ksandevern7@cdbaby.com,120.28.128.233,laser,2020-12-04,146486649-X,58.94,24.094765,116.00509
837,Tessi,Nutley,tnutleyn8@tinypic.com,180.3.37.46,jcb,2020-06-18,475821506-5,78.20,27.9943858,-82.459481
838,Hilliard,Lindenblatt,hlindenblattn9@bloglines.com,5.2.254.118,jcb,2020-11-21,037780732-X,72.55,-34.905408,-54.9501708
839,Vanna,Vickarman,vvickarmanna@twitpic.com,149.225.61.130,americanexpress,2020-08-29,486964003-1,26.91,31.209571,107.468023
840,Gisela,Shrimpling,gshrimplingnb@hhs.gov,53.76.147.236,visa,2020-10-28,024737833-X,35.90,14.8288248,-86.5728785
841,Carolina,Muro,cmuronc@twitter.com,205.127.107.1,laser,2020-11-06,128773499-5,59.03,9.9010414,-83.9977527
842,Robbin,Baildon,rbaildonnd@ehow.com,53.28.198.95,diners-club-carte-blanche,2020-06-05,383424147-4,15.76,-27.4308908,-65.6147813
843,Eveleen,Ormiston,eormistonne@reuters.com,27.224.224.16,diners-club-enroute,2020-07-25,253104195-8,53.98,33.9491123,-84.5507433
844,Emilie,Le Leu,eleleunf@wikispaces.com,251.151.139.205,mastercard,2020-08-09,064152417-X,36.54,56.0586318,21.5677773
845,Asa,Klos,aklosng@cyberchimps.com,134.126.71.180,jcb,2020-10-21,245541148-6,12.90,-7.0341681,108.3207992
846,Vikki,Burnapp,vburnappnh@webs.com,3.254.110.14,visa,2020-12-14,048782752-X,66.31,-6.9042641,107.6474283
847,Stavros,Pawnsford,spawnsfordni@mayoclinic.com,177.112.72.239,diners-club-enroute,2020-06-26,288746624-0,33.37,40.7559095,-0.3371889
848,Ash,Batte,abattenj@zdnet.com,215.154.191.71,mastercard,2020-06-01,189281763-2,18.83,18.759886,-69.2607406
849,Laurence,Weadick,lweadicknk@adobe.com,34.177.204.13,china-unionpay,2020-05-03,823471166-0,77.74,56.854995,26.2255149
850,Miriam,Cardero,mcarderonl@yelp.com,105.145.252.108,jcb,2020-04-13,908735578-5,95.16,13.1680197,-87.3872748
851,Irvin,Espinas,iespinasnm@hibu.com,35.216.193.172,maestro,2020-06-16,438832648-8,5.27,-9.9234974,124.649701
852,Louisette,Carvilla,lcarvillann@trellian.com,46.189.76.40,jcb,2020-01-25,240264486-9,28.79,15.0983576,-90.3903337
853,Kevon,Jackes,kjackesno@flavors.me,179.232.62.5,mastercard,2020-06-26,290859867-1,54.38,-7.034968,108.1725154
854,Rosetta,Keywood,rkeywoodnp@e-recht24.de,66.69.60.86,maestro,2020-08-16,200583625-7,56.51,43.6805415,40.2100333
855,Rubetta,Blakebrough,rblakebroughnq@dot.gov,76.216.225.6,jcb,2020-07-24,282268075-2,92.04,-7.4200315,112.5408991
856,Gabriel,Leefe,gleefenr@digg.com,64.58.188.218,china-unionpay,2020-01-23,720438934-4,16.40,51.3268314,28.8028968
857,Mercy,Waltering,mwalteringns@joomla.org,171.80.99.176,china-unionpay,2020-07-01,520172272-5,14.04,36.212113,117.127509
858,Asia,Dawtrey,adawtreynt@youku.com,198.157.49.103,jcb,2020-01-13,388140665-4,72.89,29.295,47.93306
859,Cassaundra,Franzewitch,cfranzewitchnu@wsj.com,198.131.62.184,switch,2020-02-01,448587178-9,62.61,17.3595778,120.4571858
860,Riordan,Lowthorpe,rlowthorpenv@abc.net.au,26.82.60.243,americanexpress,2020-07-02,760620883-2,76.94,34.06,-118.31
861,Dory,Pettyfer,dpettyfernw@cargocollective.com,185.94.19.223,jcb,2020-05-30,556202849-2,12.17,23.084827,113.290609
862,Aubrette,MacAleese,amacaleesenx@networksolutions.com,86.128.54.18,visa,2020-10-20,665917805-8,90.36,46.516667,98.35
863,Matelda,Oliphand,moliphandny@smugmug.com,117.255.126.230,china-unionpay,2020-11-03,779254511-3,46.50,-21.5950536,-48.8163705
864,Garland,Mantripp,gmantrippnz@wisc.edu,84.136.40.187,jcb,2020-01-23,643861463-7,35.58,47.01741,87.68753
865,Austin,Cannop,acannopo0@bizjournals.com,83.189.205.174,jcb,2020-01-12,995390579-7,58.28,-16.0100923,35.3082117
866,Collete,Coaster,ccoastero1@google.com.au,25.250.198.90,switch,2020-01-27,111144391-2,48.64,12.0545608,8.2732659
867,Carilyn,Gyrgorcewicx,cgyrgorcewicxo2@oracle.com,190.22.18.31,jcb,2020-12-30,841552054-9,41.45,56.0161995,45.0457463
868,Winni,Skyme,wskymeo3@pbs.org,105.11.88.24,jcb,2020-05-23,574832080-0,17.07,-4.0308713,-44.4654609
869,Chiquia,Vardy,cvardyo4@ucla.edu,242.228.231.108,bankcard,2020-10-11,894096469-1,71.57,-8.2481387,124.2227061
870,Nikita,Crasswell,ncrasswello5@google.com.hk,67.90.155.187,jcb,2020-05-10,134297658-4,18.42,-34.5875578,-58.6433296
871,Blinny,Eby,bebyo6@bloglines.com,70.174.246.1,diners-club-carte-blanche,2020-05-12,162109099-X,66.40,7.3275252,122.8946032
872,Amalie,Daventry,adaventryo7@sciencedirect.com,131.92.237.142,laser,2020-03-10,176684121-X,16.98,54.2907459,47.3722118
873,Rawley,Wem,rwemo8@marketwatch.com,87.1.50.191,diners-club-us-ca,2020-03-17,641716912-X,15.59,32.162413,34.844675
874,Derril,Tander,dtandero9@microsoft.com,176.215.204.100,visa-electron,2020-01-13,794438308-0,66.17,-7.4234223,108.7422767
875,Wang,Marty,wmartyoa@bizjournals.com,67.147.9.177,jcb,2020-08-26,234467327-X,40.79,37.509395,103.929926
876,Merrel,Umbers,mumbersob@com.com,199.162.126.76,jcb,2020-09-20,620309194-4,78.41,9.7375987,8.8087151
877,Tony,Smurfit,tsmurfitoc@surveymonkey.com,52.107.177.145,visa,2020-12-21,632111839-7,36.36,43.4945737,5.8978018
878,Krista,Pessolt,kpessoltod@de.vu,16.242.168.229,jcb,2020-08-27,660153608-3,97.59,50.0427687,15.8099824
879,Shalom,Ochterlony,sochterlonyoe@multiply.com,37.161.186.66,diners-club-enroute,2020-02-04,345580610-4,27.89,-7.8748176,110.3255365
880,Gerry,Vernham,gvernhamof@pinterest.com,2.64.54.215,jcb,2020-04-05,556757755-9,53.44,59.3216049,14.5216278
881,Kayle,Geillier,kgeillierog@amazon.com,89.251.106.227,solo,2020-07-06,288851779-5,88.33,27.706424,115.467884
882,Kayle,Staziker,kstazikeroh@pinterest.com,56.56.159.128,china-unionpay,2020-09-19,947599827-6,91.49,-15.8272432,-50.265662
883,Jamaal,Armor,jarmoroi@last.fm,52.250.52.182,maestro,2020-11-28,772600291-3,80.86,-8.8043,121.5146
884,Geneva,Bucktharp,gbucktharpoj@multiply.com,98.140.235.167,visa-electron,2020-05-05,841003645-2,85.74,-25.1720132,46.0897124
885,Teodora,Iban,tibanok@e-recht24.de,156.32.59.1,visa,2020-02-07,890999253-0,74.33,-18.7146874,32.1646708
886,Lani,Kibbee,lkibbeeol@engadget.com,73.78.188.90,jcb,2020-04-12,268721431-0,17.35,26.630845,106.750625
887,Randi,Rumney,rrumneyom@yolasite.com,204.253.195.167,jcb,2020-03-19,169666785-2,56.15,44.6956711,20.2671882
888,Midge,Gernier,mgernieron@jalbum.net,24.81.210.220,instapayment,2020-02-25,935854599-2,42.02,25.242158,117.326355
889,Manfred,Rabbitts,mrabbittsoo@meetup.com,19.48.32.143,maestro,2020-08-08,294375311-4,17.51,58.610989,24.5034541
890,Cecile,Boxhall,cboxhallop@joomla.org,149.128.31.42,visa-electron,2020-01-31,295226026-5,13.18,33.387684,114.021538
891,Shelia,Braam,sbraamoq@ucoz.ru,171.18.39.242,bankcard,2020-07-13,760531033-1,62.01,27.5331693,68.7254605
892,Andreas,Probetts,aprobettsor@bluehost.com,120.126.51.255,jcb,2020-10-11,283729255-9,54.23,16.8211238,100.2658516
893,Vladamir,Baterip,vbateripos@csmonitor.com,215.62.56.157,americanexpress,2020-05-28,591953506-7,91.52,-25.1169056,-49.5076392
894,Lisha,Callery,lcalleryot@aboutads.info,98.249.103.42,jcb,2020-04-06,230095983-6,79.97,42.0130165,-88.099845
895,Langsdon,Ropking,lropkingou@harvard.edu,191.49.192.51,diners-club-enroute,2020-04-18,809144117-7,91.23,38.7988434,-9.4143322
896,Nahum,Gildersleaves,ngildersleavesov@tripadvisor.com,134.210.40.55,mastercard,2020-10-22,115787481-9,72.54,34.2976247,10.0751331
897,Nowell,Tremoulet,ntremouletow@state.gov,183.76.244.238,visa-electron,2020-08-22,848584064-X,79.82,18.932625,-70.4079274
898,Muriel,McGlew,mmcglewox@etsy.com,4.190.95.254,diners-club-carte-blanche,2020-03-15,147790558-8,20.80,4.2867309,-74.812294
899,Conchita,Winscomb,cwinscomboy@apache.org,92.141.49.228,mastercard,2020-03-04,997888573-0,53.15,10.2227095,12.051835
900,Twyla,Younghusband,tyounghusbandoz@ucoz.ru,188.202.57.242,mastercard,2020-05-23,834282237-0,12.86,51.8417492,5.8715134
901,Kelsi,Jarmain,kjarmainp0@google.co.jp,242.93.197.132,switch,2020-08-14,018241460-4,50.26,-20.2513658,57.6184076
902,Elly,MacDirmid,emacdirmidp1@google.com.hk,175.159.207.36,jcb,2020-04-18,504356486-5,25.42,20.7156807,-77.9938497
903,Carla,Munday,cmundayp2@twitpic.com,65.193.218.252,mastercard,2020-09-23,227553689-2,40.81,47.0173733,-68.1430343
904,Thedric,Pering,tperingp3@narod.ru,133.32.38.116,jcb,2020-10-15,222631819-4,18.96,57.4715317,12.7264154
905,Rois,Faltskog,rfaltskogp4@dell.com,236.251.8.159,solo,2020-05-02,201768621-2,12.64,32.851086,129.9478595
906,Silvanus,Bartosik,sbartosikp5@arstechnica.com,221.210.178.50,mastercard,2020-01-03,203535280-0,30.19,0.7988772,127.3847266
907,Shaina,Vinas,svinasp6@newyorker.com,64.33.72.198,bankcard,2020-02-10,641282037-X,36.00,59.9135958,10.7792426
908,Rose,Burnel,rburnelp7@google.de,77.204.65.228,switch,2020-10-07,308426857-6,81.09,14.3248092,120.9774982
909,Marielle,Defau,mdefaup8@si.edu,88.161.93.107,bankcard,2020-04-16,886683041-0,26.65,23.364295,116.700277
910,Farlay,Mayhew,fmayhewp9@icio.us,1.37.220.215,jcb,2020-12-27,527167723-0,84.65,38.2020764,140.0905156
911,Tuesday,Blackburn,tblackburnpa@amazon.de,170.201.90.148,maestro,2020-06-22,354141715-3,85.96,21.0110318,106.5273651
912,Ramonda,Clemont,rclemontpb@eepurl.com,158.18.35.12,jcb,2020-11-19,787099234-8,54.86,18.2711339,103.2221303
913,Oralle,Abad,oabadpc@craigslist.org,132.103.237.56,jcb,2020-03-18,154803304-9,17.57,44.9263486,2.4396467
914,Cory,Coutts,ccouttspd@amazon.de,189.193.140.61,visa-electron,2020-10-29,909918513-8,74.69,-8.035636,111.9969626
915,Giff,Neads,gneadspe@exblog.jp,204.192.255.22,mastercard,2020-08-23,194689447-8,40.19,33.5210036,36.2861306
916,Rivkah,Ashbey,rashbeypf@youku.com,168.170.112.157,jcb,2020-06-05,445245291-4,62.11,48.5637949,23.0332798
917,Jenica,Denzilow,jdenzilowpg@privacy.gov.au,73.254.18.101,jcb,2020-11-21,319757174-6,98.07,41.1850062,-8.2995005
918,Loraine,Poznanski,lpoznanskiph@salon.com,171.210.255.6,diners-club-enroute,2020-11-28,480875917-9,32.58,40.8157748,-8.489917
919,Tine,Puttick,tputtickpi@tmall.com,135.250.12.151,mastercard,2020-03-08,295430319-0,35.90,38.042805,114.514893
920,Adda,Quibell,aquibellpj@economist.com,40.148.139.132,americanexpress,2020-03-24,850769000-9,49.73,51.5267946,-0.0983812
921,Jaquelyn,Sirette,jsirettepk@ucla.edu,184.169.62.20,jcb,2020-12-08,025728737-X,18.47,35.6759137,10.0919243
922,Caresa,Clow,cclowpl@joomla.org,167.209.135.254,jcb,2020-04-08,232463256-X,6.22,-19.9125279,-41.4812771
923,Paloma,Danell,pdanellpm@pen.io,142.247.32.131,maestro,2020-05-16,544532956-9,67.18,-18.9745738,-49.4600885
924,Haydon,Abelwhite,habelwhitepn@simplemachines.org,49.45.44.123,diners-club-enroute,2020-05-31,640238940-4,75.50,31.438589,104.618817
925,Delbert,Giddens,dgiddenspo@php.net,255.185.14.152,jcb,2020-01-08,536256942-2,8.64,31.7776563,35.2324593
926,Anthiathia,Yakubov,ayakubovpp@walmart.com,29.56.9.73,jcb,2020-02-28,878929664-8,91.26,27.69965,108.839557
927,Jeno,Britland,jbritlandpq@fema.gov,115.252.13.56,mastercard,2020-10-22,886739680-3,23.38,52.7374494,20.7171134
928,Morey,Moquin,mmoquinpr@howstuffworks.com,78.123.158.248,jcb,2020-04-29,426110811-9,41.11,23.0664459,113.1964636
929,Jody,Jeffries,jjeffriesps@goodreads.com,90.219.161.130,jcb,2020-06-03,536289140-5,62.45,40.4746848,50.3334447
930,Othello,Maillard,omaillardpt@biglobe.ne.jp,210.91.105.188,visa,2020-01-18,900275812-X,11.75,30.900941,115.610077
931,Carlye,Yannikov,cyannikovpu@state.tx.us,191.66.0.13,jcb,2020-10-11,706430468-6,8.83,30.71509,31.56241
932,Morly,Lazer,mlazerpv@bluehost.com,156.160.100.23,visa-electron,2020-10-02,328410247-7,37.01,38.465785,106.278153
933,Janot,Hegg,jheggpw@springer.com,204.178.169.215,china-unionpay,2020-03-02,396878582-7,75.56,36.617134,101.778223
934,Bernetta,Gewer,bgewerpx@hatena.ne.jp,161.122.38.18,jcb,2020-05-20,424861477-4,51.36,34.26645,108.960747
935,Eugenio,Rawlison,erawlisonpy@zdnet.com,12.181.193.242,visa,2020-09-08,723870250-9,68.65,-24.7406868,-56.0222113
936,Sonja,Joska,sjoskapz@wunderground.com,17.135.156.242,diners-club-us-ca,2020-08-28,372623266-4,35.60,27.888284,111.6502
937,Bryna,Atty,battyq0@cargocollective.com,112.83.130.159,diners-club-enroute,2020-01-01,127197420-7,55.21,5.2362218,96.2283035
938,Lawton,Crumly,lcrumlyq1@shop-pro.jp,185.81.102.216,jcb,2020-08-04,988475931-6,77.75,-21.9703146,-44.9199695
939,Erny,Heffernan,eheffernanq2@de.vu,213.136.228.43,americanexpress,2020-04-12,415654813-9,25.73,40.3234491,44.4869872
940,Alf,Trevascus,atrevascusq3@china.com.cn,72.160.75.29,jcb,2020-12-28,582282183-9,82.96,44.31681,-79.88295
941,Mair,Elgy,melgyq4@tuttocitta.it,16.26.36.68,americanexpress,2020-10-30,602589607-0,57.10,-6.308009,155.477221
942,Hayward,Jelks,hjelksq5@geocities.com,16.51.13.75,jcb,2020-11-04,609341422-1,83.74,27.9676537,120.6344509
943,Lammond,Fogel,lfogelq6@ca.gov,39.136.97.99,americanexpress,2020-01-21,714865810-1,97.91,14.6199611,100.7323332
944,Drusy,Gosswell,dgosswellq7@amazon.co.uk,35.0.115.5,jcb,2020-11-29,391530577-4,71.63,-14.2412572,31.3198491
945,Dominic,Peplow,dpeplowq8@purevolume.com,238.51.177.243,mastercard,2020-02-05,923797586-4,38.19,32.4033247,51.3994672
946,Charin,Worms,cwormsq9@techcrunch.com,90.3.177.71,jcb,2020-11-24,633733750-6,56.72,22.44668,114.033953
947,Barthel,Lermit,blermitqa@tmall.com,24.34.151.180,jcb,2020-07-31,062063427-8,42.55,41.09028,128.29333
948,Sydney,Orpen,sorpenqb@bigcartel.com,125.175.239.134,laser,2020-06-10,249320940-0,73.05,-5.9946384,107.1326703
949,Kariotta,Pedersen,kpedersenqc@ning.com,175.128.89.14,visa-electron,2020-04-17,271174096-X,31.68,41.286107,-8.3802434
950,Binni,Hubane,bhubaneqd@pcworld.com,101.126.118.108,americanexpress,2020-12-29,296970903-1,42.10,24.088938,32.8998293
951,Dari,Leslie,dleslieqe@blinklist.com,59.223.193.129,jcb,2020-06-11,424911126-1,86.82,45.9120061,6.1549499
952,Caren,Piken,cpikenqf@va.gov,116.199.248.111,bankcard,2020-07-19,259926059-0,88.06,44.1372925,4.810107
953,Lesya,Giraudot,lgiraudotqg@blogger.com,18.213.62.72,bankcard,2020-10-24,448896508-3,29.01,-6.534094,111.0341183
954,Tulley,Runcieman,trunciemanqh@shutterfly.com,255.68.217.211,jcb,2020-01-15,604881885-8,23.83,30.17,-92.06
955,Libbi,Barense,lbarenseqi@wikimedia.org,155.109.135.205,jcb,2020-07-07,413115207-X,67.83,-9.148289,-78.2809879
956,Else,Bedwell,ebedwellqj@csmonitor.com,33.121.203.62,americanexpress,2020-05-14,905915968-3,20.90,23.084827,113.290609
957,Reagen,Giroldi,rgiroldiqk@cbsnews.com,37.43.195.159,visa,2020-03-04,924967161-X,15.77,6.6746161,-3.9725378
958,Ricki,Melmoth,rmelmothql@delicious.com,41.145.9.162,jcb,2020-07-16,946839844-7,52.79,52.4458588,-9.5003786
959,Darice,Winchester,dwinchesterqm@quantcast.com,162.119.131.237,switch,2020-10-26,191785372-6,34.06,44.367191,20.9604515
960,Josias,Bussen,jbussenqn@nature.com,9.32.122.133,laser,2020-06-21,566360022-1,51.05,-7.5450262,111.6556388
961,Pavla,Stothert,pstothertqo@telegraph.co.uk,149.239.45.222,jcb,2020-12-24,150955990-6,16.61,22.7537259,91.714958
962,Lora,Noar,lnoarqp@scribd.com,10.252.191.215,jcb,2020-09-14,895059464-1,67.46,13.5543249,-7.4435441
963,Max,Wickersley,mwickersleyqq@printfriendly.com,158.144.210.191,jcb,2020-04-15,935752602-1,16.41,37.433963,118.674614
964,Olympie,Molyneaux,omolyneauxqr@businessweek.com,111.75.228.151,jcb,2020-01-27,874733984-5,87.44,22.948016,113.366904
965,Crystal,Bainbrigge,cbainbriggeqs@google.de,121.189.164.49,diners-club-carte-blanche,2020-12-22,376110122-8,94.36,37.9811976,106.1970149
966,Torrin,Roff,troffqt@merriam-webster.com,14.249.69.175,mastercard,2020-11-20,980093026-4,74.27,30.807667,108.408661
967,Collete,Sopper,csopperqu@bizjournals.com,251.217.225.49,mastercard,2020-08-30,508944953-8,88.43,34.26545,67.34516
968,Daniella,Belamy,dbelamyqv@forbes.com,62.213.47.23,mastercard,2020-03-09,509633184-9,25.53,-6.9158643,112.4351068
969,Carly,Burgane,cburganeqw@loc.gov,174.157.59.208,jcb,2020-04-27,563677729-9,38.86,-9.0104992,-42.6920906
970,Mike,Brayne,mbrayneqx@chicagotribune.com,70.86.245.229,mastercard,2020-06-18,846892914-X,59.87,9.8245916,122.9082413
971,Pepito,Code,pcodeqy@sakura.ne.jp,212.113.253.4,jcb,2020-05-05,310399953-4,43.05,30.169665,121.266579
972,Julissa,Brookwell,jbrookwellqz@ucsd.edu,243.231.57.5,jcb,2020-01-20,629202606-X,67.72,-8.2068055,113.7989815
973,Emmey,Cheeseman,echeesemanr0@auda.org.au,178.109.20.105,visa-electron,2020-11-04,614893310-1,30.17,14.8305973,120.9723263
974,Caty,Jandak,cjandakr1@amazon.com,239.25.98.83,diners-club-enroute,2020-06-06,122092989-1,95.72,59.4527156,18.091186
975,Ida,Blemings,iblemingsr2@washingtonpost.com,96.13.10.208,mastercard,2020-09-20,447991336-X,42.32,-6.125044,106.8377497
976,Gwenore,Tinton,gtintonr3@edublogs.org,193.126.213.195,mastercard,2020-07-18,152253628-0,13.54,37.90953,22.88353
977,Maxine,Wolfindale,mwolfindaler4@cornell.edu,199.15.26.106,bankcard,2020-08-10,650735451-1,57.83,-34.6126133,-58.5677879
978,Gerome,Ellerbeck,gellerbeckr5@dot.gov,13.113.155.255,jcb,2020-05-22,400035762-X,67.41,35.1852624,35.9533322
979,Devin,Cleverley,dcleverleyr6@yelp.com,38.161.237.118,mastercard,2020-05-15,708558198-0,20.91,9.8245916,122.9082413
980,Gussie,Summers,gsummersr7@woothemes.com,150.47.64.60,jcb,2020-09-24,385284065-1,98.28,-7.0807,108.0663
981,Damien,McCallion,dmccallionr8@wikipedia.org,2.31.222.154,maestro,2020-10-24,855025092-9,25.94,39.9320083,66.6503928
982,Rani,Mariyushkin,rmariyushkinr9@buzzfeed.com,47.95.48.135,visa-electron,2020-05-24,977997933-6,12.50,-35.846407,-71.5996137
983,Arleen,Vallantine,avallantinera@wordpress.org,45.164.191.141,jcb,2020-03-17,876691048-X,44.48,35.591349,108.104291
984,Drew,Kiddie,dkiddierb@usgs.gov,240.202.97.226,americanexpress,2020-08-03,136350148-8,85.56,40.9512231,-8.4860645
985,Jaclin,Heyfield,jheyfieldrc@si.edu,183.130.167.41,jcb,2020-07-22,205818587-0,89.46,41.0251448,22.0056062
986,Berton,Bavister,bbavisterrd@europa.eu,125.240.60.203,mastercard,2020-12-23,986799267-9,55.55,17.292049,96.5756695
987,Griff,Waldren,gwaldrenre@europa.eu,81.49.86.115,diners-club-us-ca,2020-08-10,335562433-0,24.13,-7.3590199,107.0362272
988,Wayne,Feehan,wfeehanrf@123-reg.co.uk,88.220.218.183,visa-electron,2020-10-17,101304040-6,80.04,32.584328,111.948474
989,Alissa,Del Checolo,adelchecolorg@admin.ch,37.218.6.8,jcb,2020-12-02,226199659-4,42.40,39.948572,116.420192
990,Rania,Burchess,rburchessrh@taobao.com,250.35.255.208,laser,2020-05-30,057329657-X,78.50,31.223878,121.524135
991,Odey,Bartoletti,obartolettiri@ftc.gov,198.221.143.247,jcb,2020-03-24,679894488-4,25.24,38.9477341,-76.8807437
992,Adiana,Crisford,acrisfordrj@baidu.com,219.116.219.119,diners-club-enroute,2020-02-07,343488893-4,89.88,55.7,37.58333
993,Harlie,Sivewright,hsivewrightrk@cornell.edu,45.39.126.130,china-unionpay,2020-09-03,797532415-9,56.81,-33.0276981,17.9176312
994,Fletch,Garrood,fgarroodrl@fc2.com,75.130.193.56,maestro,2020-06-03,709106667-7,46.79,12.1235658,37.7795618
995,Gayla,Graveson,ggravesonrm@wsj.com,7.98.113.11,switch,2020-01-04,894876836-0,96.09,69.4976485,88.3994723
996,Junina,Presser,jpresserrn@goo.ne.jp,231.170.248.208,switch,2020-10-27,264865732-0,61.21,23.112257,114.415801
997,Hana,Haffard,hhaffardro@amazon.com,78.20.139.249,instapayment,2020-04-15,379703470-9,64.59,14.5024732,120.9921722
998,Nita,Gabbotts,ngabbottsrp@seattletimes.com,46.54.244.79,jcb,2020-07-06,431008031-6,12.61,45.6232258,63.3139829
999,Dagny,Twinterman,dtwintermanrq@studiopress.com,38.36.136.97,visa,2020-12-19,058817305-3,68.91,23.7321074,-103.9832684
1000,Farica,Pudden,fpuddenrr@washingtonpost.com,65.84.115.92,diners-club-carte-blanche,2020-09-02,070027647-5,90.84,49.064831,25.3817159
